START DATE,START TIME,START TIME ET,SUBJECT,LOCATION,DESCRIPTION,END DATE,END DATE ET,END TIME,END TIME ET,REMINDER OFF,REMINDER ON,REMINDER DATE,REMINDER TIME,REMINDER TIME ET,SHOWTIMEAS FREE,SHOWTIMEAS BUSY
06/08/24,04:35 PM,07:35 PM,Dodgers at Yankees,Yankee Stadium - Bronx,"Local TV: FOX ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",06/08/24,06/08/24,07:35 PM,10:35 PM,FALSE,TRUE,06/08/24,03:35 PM,06:35 PM,FREE,BUSY
06/09/24,04:10 PM,07:10 PM,Dodgers at Yankees,Yankee Stadium - Bronx,"Local TV: ESPN ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",06/09/24,06/09/24,07:10 PM,10:10 PM,FALSE,TRUE,06/09/24,03:10 PM,06:10 PM,FREE,BUSY
06/11/24,07:10 PM,10:10 PM,Rangers at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",06/11/24,06/12/24,10:10 PM,01:10 AM,FALSE,TRUE,06/11/24,06:10 PM,09:10 PM,FREE,BUSY
06/12/24,07:10 PM,10:10 PM,Rangers at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA- MLBN (out-of-market only) ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",06/12/24,06/13/24,10:10 PM,01:10 AM,FALSE,TRUE,06/12/24,06:10 PM,09:10 PM,FREE,BUSY
06/13/24,07:10 PM,10:10 PM,Rangers at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",06/13/24,06/14/24,10:10 PM,01:10 AM,FALSE,TRUE,06/13/24,06:10 PM,09:10 PM,FREE,BUSY
06/14/24,07:10 PM,10:10 PM,Royals at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",06/14/24,06/15/24,10:10 PM,01:10 AM,FALSE,TRUE,06/14/24,06:10 PM,09:10 PM,FREE,BUSY
06/15/24,06:10 PM,09:10 PM,Royals at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",06/15/24,06/16/24,09:10 PM,12:10 AM,FALSE,TRUE,06/15/24,05:10 PM,08:10 PM,FREE,BUSY
06/16/24,01:10 PM,04:10 PM,Royals at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA- MLBN (out-of-market only) ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",06/16/24,06/16/24,04:10 PM,07:10 PM,FALSE,TRUE,06/16/24,12:10 PM,03:10 PM,FREE,BUSY
06/17/24,05:40 PM,08:40 PM,Dodgers at Rockies,Coors Field - Denver,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",06/17/24,06/17/24,08:40 PM,11:40 PM,FALSE,TRUE,06/17/24,04:40 PM,07:40 PM,FREE,BUSY
06/18/24,05:40 PM,08:40 PM,Dodgers at Rockies,Coors Field - Denver,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",06/18/24,06/18/24,08:40 PM,11:40 PM,FALSE,TRUE,06/18/24,04:40 PM,07:40 PM,FREE,BUSY
06/19/24,05:40 PM,08:40 PM,Dodgers at Rockies,Coors Field - Denver,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",06/19/24,06/19/24,08:40 PM,11:40 PM,FALSE,TRUE,06/19/24,04:40 PM,07:40 PM,FREE,BUSY
06/20/24,12:10 PM,03:10 PM,Dodgers at Rockies,Coors Field - Denver,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",06/20/24,06/20/24,03:10 PM,06:10 PM,FALSE,TRUE,06/20/24,11:10 AM,02:10 PM,FREE,BUSY
06/21/24,07:10 PM,10:10 PM,Angels at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA- MLBN (out-of-market only) ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",06/21/24,06/22/24,10:10 PM,01:10 AM,FALSE,TRUE,06/21/24,06:10 PM,09:10 PM,FREE,BUSY
06/22/24,07:10 PM,10:10 PM,Angels at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA- MLBN (out-of-market only) ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",06/22/24,06/23/24,10:10 PM,01:10 AM,FALSE,TRUE,06/22/24,06:10 PM,09:10 PM,FREE,BUSY
06/24/24,05:10 PM,08:10 PM,Dodgers at White Sox,Guaranteed Rate Field - Chicago,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",06/24/24,06/24/24,08:10 PM,11:10 PM,FALSE,TRUE,06/24/24,04:10 PM,07:10 PM,FREE,BUSY
06/25/24,05:10 PM,08:10 PM,Dodgers at White Sox,Guaranteed Rate Field - Chicago,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",06/25/24,06/25/24,08:10 PM,11:10 PM,FALSE,TRUE,06/25/24,04:10 PM,07:10 PM,FREE,BUSY
06/26/24,05:10 PM,08:10 PM,Dodgers at White Sox,Guaranteed Rate Field - Chicago,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",06/26/24,06/26/24,08:10 PM,11:10 PM,FALSE,TRUE,06/26/24,04:10 PM,07:10 PM,FREE,BUSY
06/28/24,07:15 PM,10:15 PM,Dodgers at Giants,Oracle Park - San Francisco,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",06/28/24,06/29/24,10:15 PM,01:15 AM,FALSE,TRUE,06/28/24,06:15 PM,09:15 PM,FREE,BUSY
06/29/24,04:15 PM,07:15 PM,Dodgers at Giants,Oracle Park - San Francisco,"Local TV: FOX ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",06/29/24,06/29/24,07:15 PM,10:15 PM,FALSE,TRUE,06/29/24,03:15 PM,06:15 PM,FREE,BUSY
06/30/24,01:05 PM,04:05 PM,Dodgers at Giants,Oracle Park - San Francisco,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",06/30/24,06/30/24,04:05 PM,07:05 PM,FALSE,TRUE,06/30/24,12:05 PM,03:05 PM,FREE,BUSY
07/02/24,07:10 PM,10:10 PM,D-backs at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA- MLBN (out-of-market only) ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",07/02/24,07/03/24,10:10 PM,01:10 AM,FALSE,TRUE,07/02/24,06:10 PM,09:10 PM,FREE,BUSY
07/03/24,07:10 PM,10:10 PM,D-backs at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",07/03/24,07/04/24,10:10 PM,01:10 AM,FALSE,TRUE,07/03/24,06:10 PM,09:10 PM,FREE,BUSY
07/04/24,06:10 PM,09:10 PM,D-backs at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",07/04/24,07/05/24,09:10 PM,12:10 AM,FALSE,TRUE,07/04/24,05:10 PM,08:10 PM,FREE,BUSY
07/05/24,07:10 PM,10:10 PM,Brewers at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA- MLBN (out-of-market only) ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",07/05/24,07/06/24,10:10 PM,01:10 AM,FALSE,TRUE,07/05/24,06:10 PM,09:10 PM,FREE,BUSY
07/06/24,04:15 PM,07:15 PM,Brewers at Dodgers,Dodger Stadium - Los Angeles,"Local TV: FOX ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",07/06/24,07/06/24,07:15 PM,10:15 PM,FALSE,TRUE,07/06/24,03:15 PM,06:15 PM,FREE,BUSY
07/07/24,01:10 PM,04:10 PM,Brewers at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",07/07/24,07/07/24,04:10 PM,07:10 PM,FALSE,TRUE,07/07/24,12:10 PM,03:10 PM,FREE,BUSY
07/09/24,03:40 PM,06:40 PM,Dodgers at Phillies,Citizens Bank Park - Philadelphia,"Local TV: SportsNet LA- TBS (out-of-market only) ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",07/09/24,07/09/24,06:40 PM,09:40 PM,FALSE,TRUE,07/09/24,02:40 PM,05:40 PM,FREE,BUSY
07/10/24,04:05 PM,07:05 PM,Dodgers at Phillies,Citizens Bank Park - Philadelphia,"Local TV: ESPN ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",07/10/24,07/10/24,07:05 PM,10:05 PM,FALSE,TRUE,07/10/24,03:05 PM,06:05 PM,FREE,BUSY
07/11/24,03:05 PM,06:05 PM,Dodgers at Phillies,Citizens Bank Park - Philadelphia,"Local TV: SportsNet LA- MLBN (out-of-market only) ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",07/11/24,07/11/24,06:05 PM,09:05 PM,FALSE,TRUE,07/11/24,02:05 PM,05:05 PM,FREE,BUSY
07/12/24,03:40 PM,06:40 PM,Dodgers at Tigers,Comerica Park - Detroit,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",07/12/24,07/12/24,06:40 PM,09:40 PM,FALSE,TRUE,07/12/24,02:40 PM,05:40 PM,FREE,BUSY
07/13/24,10:10 AM,01:10 PM,Dodgers at Tigers,Comerica Park - Detroit,"Local TV: SportsNet LA- MLBN (out-of-market only) ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",07/13/24,07/13/24,01:10 PM,04:10 PM,FALSE,TRUE,07/13/24,09:10 AM,12:10 PM,FREE,BUSY
07/14/24,10:40 AM,01:40 PM,Dodgers at Tigers,Comerica Park - Detroit,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",07/14/24,07/14/24,01:40 PM,04:40 PM,FALSE,TRUE,07/14/24,09:40 AM,12:40 PM,FREE,BUSY
07/19/24,07:10 PM,10:10 PM,Red Sox at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA- MLBN (out-of-market only) ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",07/19/24,07/20/24,10:10 PM,01:10 AM,FALSE,TRUE,07/19/24,06:10 PM,09:10 PM,FREE,BUSY
07/20/24,04:15 PM,07:15 PM,Red Sox at Dodgers,Dodger Stadium - Los Angeles,"Local TV: FOX ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",07/20/24,07/20/24,07:15 PM,10:15 PM,FALSE,TRUE,07/20/24,03:15 PM,06:15 PM,FREE,BUSY
07/21/24,01:10 PM,04:10 PM,Red Sox at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",07/21/24,07/21/24,04:10 PM,07:10 PM,FALSE,TRUE,07/21/24,12:10 PM,03:10 PM,FREE,BUSY
07/22/24,07:10 PM,10:10 PM,Giants at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",07/22/24,07/23/24,10:10 PM,01:10 AM,FALSE,TRUE,07/22/24,06:10 PM,09:10 PM,FREE,BUSY
07/23/24,07:10 PM,10:10 PM,Giants at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA- MLBN (out-of-market only) ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",07/23/24,07/24/24,10:10 PM,01:10 AM,FALSE,TRUE,07/23/24,06:10 PM,09:10 PM,FREE,BUSY
07/24/24,07:10 PM,10:10 PM,Giants at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA- MLBN (out-of-market only) ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",07/24/24,07/25/24,10:10 PM,01:10 AM,FALSE,TRUE,07/24/24,06:10 PM,09:10 PM,FREE,BUSY
07/25/24,01:10 PM,04:10 PM,Giants at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA- MLBN (out-of-market only) ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",07/25/24,07/25/24,04:10 PM,07:10 PM,FALSE,TRUE,07/25/24,12:10 PM,03:10 PM,FREE,BUSY
07/26/24,05:10 PM,08:10 PM,Dodgers at Astros,Minute Maid Park - Houston,"Local TV: Apple TV+ ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",07/26/24,07/26/24,08:10 PM,11:10 PM,FALSE,TRUE,07/26/24,04:10 PM,07:10 PM,FREE,BUSY
07/27/24,04:10 PM,07:10 PM,Dodgers at Astros,Minute Maid Park - Houston,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",07/27/24,07/27/24,07:10 PM,10:10 PM,FALSE,TRUE,07/27/24,03:10 PM,06:10 PM,FREE,BUSY
07/28/24,11:10 AM,02:10 PM,Dodgers at Astros,Minute Maid Park - Houston,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",07/28/24,07/28/24,02:10 PM,05:10 PM,FALSE,TRUE,07/28/24,10:10 AM,01:10 PM,FREE,BUSY
07/30/24,06:40 PM,09:40 PM,Dodgers at Padres,Petco Park - San Diego,"Local TV: SportsNet LA- MLBN (out-of-market only) ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",07/30/24,07/31/24,09:40 PM,12:40 AM,FALSE,TRUE,07/30/24,05:40 PM,08:40 PM,FREE,BUSY
07/31/24,05:40 PM,08:40 PM,Dodgers at Padres,Petco Park - San Diego,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",07/31/24,07/31/24,08:40 PM,11:40 PM,FALSE,TRUE,07/31/24,04:40 PM,07:40 PM,FREE,BUSY
08/02/24,06:40 PM,09:40 PM,Dodgers at Athletics,Oakland Coliseum - Oakland,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",08/02/24,08/03/24,09:40 PM,12:40 AM,FALSE,TRUE,08/02/24,05:40 PM,08:40 PM,FREE,BUSY
08/03/24,06:07 PM,09:07 PM,Dodgers at Athletics,Oakland Coliseum - Oakland,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",08/03/24,08/04/24,09:07 PM,12:07 AM,FALSE,TRUE,08/03/24,05:07 PM,08:07 PM,FREE,BUSY
08/04/24,01:07 PM,04:07 PM,Dodgers at Athletics,Oakland Coliseum - Oakland,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",08/04/24,08/04/24,04:07 PM,07:07 PM,FALSE,TRUE,08/04/24,12:07 PM,03:07 PM,FREE,BUSY
08/05/24,07:10 PM,10:10 PM,Phillies at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA- MLBN (out-of-market only) ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",08/05/24,08/06/24,10:10 PM,01:10 AM,FALSE,TRUE,08/05/24,06:10 PM,09:10 PM,FREE,BUSY
08/06/24,07:10 PM,10:10 PM,Phillies at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",08/06/24,08/07/24,10:10 PM,01:10 AM,FALSE,TRUE,08/06/24,06:10 PM,09:10 PM,FREE,BUSY
08/07/24,07:10 PM,10:10 PM,Phillies at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",08/07/24,08/08/24,10:10 PM,01:10 AM,FALSE,TRUE,08/07/24,06:10 PM,09:10 PM,FREE,BUSY
08/09/24,07:10 PM,10:10 PM,Pirates at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",08/09/24,08/10/24,10:10 PM,01:10 AM,FALSE,TRUE,08/09/24,06:10 PM,09:10 PM,FREE,BUSY
08/10/24,06:10 PM,09:10 PM,Pirates at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",08/10/24,08/11/24,09:10 PM,12:10 AM,FALSE,TRUE,08/10/24,05:10 PM,08:10 PM,FREE,BUSY
08/11/24,01:10 PM,04:10 PM,Pirates at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",08/11/24,08/11/24,04:10 PM,07:10 PM,FALSE,TRUE,08/11/24,12:10 PM,03:10 PM,FREE,BUSY
08/12/24,05:10 PM,08:10 PM,Dodgers at Brewers,American Family Field - Milwaukee,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",08/12/24,08/12/24,08:10 PM,11:10 PM,FALSE,TRUE,08/12/24,04:10 PM,07:10 PM,FREE,BUSY
08/13/24,05:10 PM,08:10 PM,Dodgers at Brewers,American Family Field - Milwaukee,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",08/13/24,08/13/24,08:10 PM,11:10 PM,FALSE,TRUE,08/13/24,04:10 PM,07:10 PM,FREE,BUSY
08/14/24,05:10 PM,08:10 PM,Dodgers at Brewers,American Family Field - Milwaukee,"Local TV: SportsNet LA- MLBN (out-of-market only) ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",08/14/24,08/14/24,08:10 PM,11:10 PM,FALSE,TRUE,08/14/24,04:10 PM,07:10 PM,FREE,BUSY
08/15/24,11:10 AM,02:10 PM,Dodgers at Brewers,American Family Field - Milwaukee,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",08/15/24,08/15/24,02:10 PM,05:10 PM,FALSE,TRUE,08/15/24,10:10 AM,01:10 PM,FREE,BUSY
08/16/24,05:15 PM,08:15 PM,Dodgers at Cardinals,Busch Stadium - St. Louis,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",08/16/24,08/16/24,08:15 PM,11:15 PM,FALSE,TRUE,08/16/24,04:15 PM,07:15 PM,FREE,BUSY
08/17/24,04:15 PM,07:15 PM,Dodgers at Cardinals,Busch Stadium - St. Louis,"Local TV: FOX ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",08/17/24,08/17/24,07:15 PM,10:15 PM,FALSE,TRUE,08/17/24,03:15 PM,06:15 PM,FREE,BUSY
08/18/24,11:15 AM,02:15 PM,Dodgers at Cardinals,Busch Stadium - St. Louis,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",08/18/24,08/18/24,02:15 PM,05:15 PM,FALSE,TRUE,08/18/24,10:15 AM,01:15 PM,FREE,BUSY
08/19/24,07:10 PM,10:10 PM,Mariners at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",08/19/24,08/20/24,10:10 PM,01:10 AM,FALSE,TRUE,08/19/24,06:10 PM,09:10 PM,FREE,BUSY
08/20/24,07:10 PM,10:10 PM,Mariners at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",08/20/24,08/21/24,10:10 PM,01:10 AM,FALSE,TRUE,08/20/24,06:10 PM,09:10 PM,FREE,BUSY
08/21/24,07:10 PM,10:10 PM,Mariners at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",08/21/24,08/22/24,10:10 PM,01:10 AM,FALSE,TRUE,08/21/24,06:10 PM,09:10 PM,FREE,BUSY
08/23/24,07:10 PM,10:10 PM,Rays at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",08/23/24,08/24/24,10:10 PM,01:10 AM,FALSE,TRUE,08/23/24,06:10 PM,09:10 PM,FREE,BUSY
08/24/24,06:10 PM,09:10 PM,Rays at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",08/24/24,08/25/24,09:10 PM,12:10 AM,FALSE,TRUE,08/24/24,05:10 PM,08:10 PM,FREE,BUSY
08/25/24,01:10 PM,04:10 PM,Rays at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",08/25/24,08/25/24,04:10 PM,07:10 PM,FALSE,TRUE,08/25/24,12:10 PM,03:10 PM,FREE,BUSY
08/27/24,07:10 PM,10:10 PM,Orioles at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",08/27/24,08/28/24,10:10 PM,01:10 AM,FALSE,TRUE,08/27/24,06:10 PM,09:10 PM,FREE,BUSY
08/28/24,07:10 PM,10:10 PM,Orioles at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",08/28/24,08/29/24,10:10 PM,01:10 AM,FALSE,TRUE,08/28/24,06:10 PM,09:10 PM,FREE,BUSY
08/29/24,07:10 PM,10:10 PM,Orioles at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",08/29/24,08/30/24,10:10 PM,01:10 AM,FALSE,TRUE,08/29/24,06:10 PM,09:10 PM,FREE,BUSY
08/30/24,06:40 PM,09:40 PM,Dodgers at D-backs,Chase Field - Phoenix,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",08/30/24,08/31/24,09:40 PM,12:40 AM,FALSE,TRUE,08/30/24,05:40 PM,08:40 PM,FREE,BUSY
08/31/24,05:10 PM,08:10 PM,Dodgers at D-backs,Chase Field - Phoenix,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",08/31/24,08/31/24,08:10 PM,11:10 PM,FALSE,TRUE,08/31/24,04:10 PM,07:10 PM,FREE,BUSY
09/01/24,01:10 PM,04:10 PM,Dodgers at D-backs,Chase Field - Phoenix,"Local TV: Roku ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",09/01/24,09/01/24,04:10 PM,07:10 PM,FALSE,TRUE,09/01/24,12:10 PM,03:10 PM,FREE,BUSY
09/02/24,01:10 PM,04:10 PM,Dodgers at D-backs,Chase Field - Phoenix,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",09/02/24,09/02/24,04:10 PM,07:10 PM,FALSE,TRUE,09/02/24,12:10 PM,03:10 PM,FREE,BUSY
09/03/24,06:38 PM,09:38 PM,Dodgers at Angels,Angel Stadium - Anaheim,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",09/03/24,09/04/24,09:38 PM,12:38 AM,FALSE,TRUE,09/03/24,05:38 PM,08:38 PM,FREE,BUSY
09/04/24,06:38 PM,09:38 PM,Dodgers at Angels,Angel Stadium - Anaheim,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",09/04/24,09/05/24,09:38 PM,12:38 AM,FALSE,TRUE,09/04/24,05:38 PM,08:38 PM,FREE,BUSY
09/06/24,07:10 PM,10:10 PM,Guardians at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",09/06/24,09/07/24,10:10 PM,01:10 AM,FALSE,TRUE,09/06/24,06:10 PM,09:10 PM,FREE,BUSY
09/07/24,06:10 PM,09:10 PM,Guardians at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",09/07/24,09/08/24,09:10 PM,12:10 AM,FALSE,TRUE,09/07/24,05:10 PM,08:10 PM,FREE,BUSY
09/08/24,01:10 PM,04:10 PM,Guardians at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",09/08/24,09/08/24,04:10 PM,07:10 PM,FALSE,TRUE,09/08/24,12:10 PM,03:10 PM,FREE,BUSY
09/09/24,07:10 PM,10:10 PM,Cubs at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",09/09/24,09/10/24,10:10 PM,01:10 AM,FALSE,TRUE,09/09/24,06:10 PM,09:10 PM,FREE,BUSY
09/10/24,07:10 PM,10:10 PM,Cubs at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",09/10/24,09/11/24,10:10 PM,01:10 AM,FALSE,TRUE,09/10/24,06:10 PM,09:10 PM,FREE,BUSY
09/11/24,07:10 PM,10:10 PM,Cubs at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",09/11/24,09/12/24,10:10 PM,01:10 AM,FALSE,TRUE,09/11/24,06:10 PM,09:10 PM,FREE,BUSY
09/13/24,04:20 PM,07:20 PM,Dodgers at Braves,Truist Park - Atlanta,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",09/13/24,09/13/24,07:20 PM,10:20 PM,FALSE,TRUE,09/13/24,03:20 PM,06:20 PM,FREE,BUSY
09/14/24,04:20 PM,07:20 PM,Dodgers at Braves,Truist Park - Atlanta,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",09/14/24,09/14/24,07:20 PM,10:20 PM,FALSE,TRUE,09/14/24,03:20 PM,06:20 PM,FREE,BUSY
09/15/24,10:35 AM,01:35 PM,Dodgers at Braves,Truist Park - Atlanta,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",09/15/24,09/15/24,01:35 PM,04:35 PM,FALSE,TRUE,09/15/24,09:35 AM,12:35 PM,FREE,BUSY
09/16/24,04:20 PM,07:20 PM,Dodgers at Braves,Truist Park - Atlanta,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",09/16/24,09/16/24,07:20 PM,10:20 PM,FALSE,TRUE,09/16/24,03:20 PM,06:20 PM,FREE,BUSY
09/17/24,03:40 PM,06:40 PM,Dodgers at Marlins,loanDepot park - Miami,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",09/17/24,09/17/24,06:40 PM,09:40 PM,FALSE,TRUE,09/17/24,02:40 PM,05:40 PM,FREE,BUSY
09/18/24,03:40 PM,06:40 PM,Dodgers at Marlins,loanDepot park - Miami,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",09/18/24,09/18/24,06:40 PM,09:40 PM,FALSE,TRUE,09/18/24,02:40 PM,05:40 PM,FREE,BUSY
09/19/24,01:40 PM,04:40 PM,Dodgers at Marlins,loanDepot park - Miami,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",09/19/24,09/19/24,04:40 PM,07:40 PM,FALSE,TRUE,09/19/24,12:40 PM,03:40 PM,FREE,BUSY
09/20/24,07:10 PM,10:10 PM,Rockies at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",09/20/24,09/21/24,10:10 PM,01:10 AM,FALSE,TRUE,09/20/24,06:10 PM,09:10 PM,FREE,BUSY
